Question,Answer1,Answer2,Answer3,Answer4,Correct Answer
盤中零股交易第一次撮合時間為？,09:00:00.000,09:03:00.000,09:05:00.000,09:10:00.000,4
盤中零股交易預計於113年12月2日縮短撮合間隔時間至幾秒鐘?,5秒鐘,10秒鐘,20秒鐘,30秒鐘,1
編製合併報表時，母公司持有子公司發行之特別股視為：,長期投資減少,收回特別股,負債減少,庫藏股,2
編製合併報表時，母公司持有子公司發行之特別股視為：,長期投資減少,收回特別股,負債減少,資本公積減少,2
編製現金流量表的目的之一是：,提供關於一個企業在某一期間有關營運、投資與籌資活動的資訊,揭露某一期間營運資金變動的情形,揭露某一期間所有資產與負債變動的情形,提供某一期間企業損益表現的資訊,1
編製現金流量表的目的之一是：,提供關於一個企業在某一期間有關營運、投資與籌資活動的資訊,揭露某一期間營運資金變動的情形,揭露某一期間所有資產與負債變動的情形,其他3個選項皆不是,1
編製現金流量表時，下列哪一項交易不是投資活動？,出售土地,購買三個月到期之國庫券,購買五年到期之公司債,出售子公司的股票,2
編製現金流量表時，公司通常不需要下列哪一種資訊？,去年之資產負債表,去年之綜合損益表,今年之資產負債表,今年之綜合損益表,2
蔡先生投資W公司股票可獲利21%與15%的機會分別為1/3、2/3，則此投資期望報酬率為：,0.18,0.17,0.14,0.07,2
蔡先生無大筆積蓄，退休後以勞工退休金支付生活所需，請問張先生最不適合下列哪一種投資工具？,普通股,期貨,公司債,政府債券,2
誰負責公司財務報告編製?,會計師,律師,管理階層,稽核主管,3
請問107年6月29日收盤之加權股價指數漲跌？(提示：可利用證交所網頁查詢),漲182.63,漲60.45,漲18.21,漲1.37,1
請問107年6月4日收盤之加權股價指數為？(提示：可利用證交所網頁查詢),11100.11,11119.5,11109.5,11005.47,3
請問108年1月9日有價證券集中交易市場成交量最多的證券為何？(提示：可利用證交所網頁查詢),台積電,元大滬深300正2,元大台灣50反1,鴻海,2
請問108年2月份共有幾個營業日？(提示：可利用證交所網頁查詢),23個營業日,18個營業日,13個營業日,8個營業日,3
請問108年4月11日2888新光金收盤價為何？(提示：可利用證交所網頁查詢),88元,8.8元,12.25元,6.55元,2
請問108年7月11日集中交易市場總成交筆數為何？ (提示：可利用證交所網頁查詢),"1,342,941筆","1,071,497筆","4,137,495,748筆","4,997,530,807筆",2
請問108年7月11日集中交易市場總成交筆數為何？(提示：可利用證交所網頁查詢),"1,342,941筆","1,071,497筆","4,997,530,807筆","4,137,495,748筆",2
請問108年7月23日1103嘉泥「盤後定價交易」成交筆數為何？(提示：可利用證交所網頁查詢),23筆,2筆,16筆,1筆,4
請問1301台塑107年度配發的現金股利為？(提示：可利用證交所公開資訊觀測站網頁查詢),2.25元/股,4.00元/股,5.8元/股,3.83元/股,3
請問1301台塑107年度配發的現金股利為？(提示：可利用證交所公開資訊觀測站網頁查詢),4.00元/股,5.8元/股,2.25元/股,3.83元/股,2
請問1435中福108年4月份月收盤平均價為？(提示：可利用證交所網頁查詢),5.49元,5.42元,5.40元,5.34元,3
請問1731美吾華上市日期為90年何月日？(提示：可利用證交所公開資訊觀測站網頁查詢),10月17日,10月7日,9月17日,9月7日,3
請問2330台積電108年股東常會日期為？(提示：可利用證交所公開資訊觀測站網頁查詢),6月23日,6月16日,6月8日,6月5日,4
請問5283禾聯碩之股務代理為？(提示：可利用證交所公開資訊觀測站網頁查詢),元富證券,元大證券,凱基證券,兆豐證券,1
請問下列何者最能說明某無形資產可被企業控制？,該無形資產可隨相關之負債與其他個體交換,該無形資產非由合約產生,該無形資產之未來經濟效益無法由其他個體所取得,該無形資產未來經濟效益的所有權人不確定,3
請問下列哪一貝它（Beta）係數所代表系統風險最大？,-0.5,0,1,1.5,4
請問下列哪一貝它（Beta）係數所代表系統風險最大？,0.6,1,-0.9,2.1,4
請問下列哪個事實可能會導致證交所不同意麥可公司之第一上市申請案?,麥可公司以市價兩倍的價格，出售商品給關係人銀剛公司，事後並以10%價格將商品買回,麥可公司之公司註冊地為英屬開曼群島,麥可公司設立已滿五年,麥可公司之資本額為新臺幣100億元,1
請問下列敘述何者正確?甲、上市公司應於每月10日以前，公告並申報上月份營運情形；乙、上市公司應於第二季終了後30日內公告並申報經會計師核閱之季財務報告；丙、上市公司應於每會計年度終了後2個月內內公告並申報經會計師核閱之年度財務報告,僅甲,甲、乙,乙、丙,僅丙,1
請問下列選項中之兩資產相關係數，其所組成之投資組合分散風險的效果最好？,1,0.5,0,-1,4
請問以下何者非屬金融監督管理委員會於2020年宣布之「公司治理3.0-永續發展藍圖」中所推動之主軸？,積極推動區塊鏈之應用服務,提高資訊透明度，促進永續經營,強化利害關係人溝通，營造良好互動管道,接軌國際規範，引導盡職治理,1
請問在技術分析K線指的上影線最上端之股價價格為：,最高價,最低價,收盤價,開盤價,1
請問在技術分析K線指的上影線最上端之股價價格為？,最高價,最低價,收盤價,開盤價,1
請問在技術分析中出現M頭代表什麼訊號？,買進訊號,賣出訊號,盤整訊號,無法判斷,2
請問在技術分析中出現M頭代表什麼訊號？,無法判斷,賣出訊號,盤整訊號,買進訊號,2
請問在技術分析中出現M頭代表什麼訊號？,買進訊號,賣出訊號,盤整訊號,無法判斷,2
請問在董事會召集前幾日要通知各董事並提供充分資料?,3日,7日,14日,15日,2
請問何者為2330台積電107年度財務報告書之簽證會計師？(提示：可利用證交所公開資訊觀測站網頁查詢),江美艷,游淑芬,張志銘,郭鎮宇,1
請問我市場ETF之證交稅率為何？,千分之一點五,千分之三,千分之一,千分之一點四二五,3
請問技術分析之十字線指的是下列哪一項？,收盤價＝開盤價＝最低價,收盤價＝開盤價＝最高價,收盤價＝開盤價,收盤價＝開盤價＝最低價＝最高價,3
請問技術分析之十字線指的是下列哪一項？,收盤價＝開盤價＝最低價,收盤價＝開盤價＝最高價,收盤價＝開盤價,收盤價＝開盤價＝最低價＝最高價,3
請問技術分析之紅體線指的是下列哪一項？,收盤價＝開盤價,收盤價＞開盤價,收盤價＜開盤價,收盤價＝最高價,2
請問技術分析之紅體線指的是下列哪一項？,收盤價＝開盤價,收盤價＞開盤價,收盤價＜開盤價,收盤價＝最高價,2
請問依據「證券交易法」規定之私募對象中「符合主管機關所定條件之自然人、法人或基金」，主管機關所定條件不包括下列何者？,該公開發行公司之內部人,具有相當資力或金融專業之自然人、法人或基金,專業投資法人或機構,一般公眾,4
請問某債券評等列示為twAAA等級，為哪一家債券評價機構所出示之評等？,Fitch,S&P,Moody's,中華信用評等公司,4
請問某債券評等列示為twAAA等級，為哪一家債券評價機構所出示之評等？,Fitch,S&P,中華信用評等公司,Moody’s,3
請問某債券評等列示為twAAA等級，為哪一家債券評價機構所出示之評等？,Fitch,S&P,中華信用評等公司,Moody's,3
請問國巨(2327)自97年至107年，最高價與最低價差為？倍(提示：可利用證交所網頁個股年成交資訊查詢),約43倍,約435倍,約4.3倍,約1256倍,2
請問現行投資買賣股票計算損益，除了要考慮投資買賣股票的「買進價格」及「賣出價格」外，還需要考慮哪些重要因素？,證券交易手續費、證券交易稅,期貨交易稅,營業稅,證券交易手續費、證券交易稅及證券所得稅,1
請問證券商申報投資人違約相關資訊，可以在以下哪個網站找到？,公開資訊觀測站-即時重大訊息,證交所官網-違約公告專區,券商同業公會官網-統計資料,金融總會官網-下載專區,2
賣出下列何者不需要繳納證券交易稅？,上市股票,上櫃股票,興櫃股票,登錄於櫃買中心「黃金現貨交易平台」之黃金,4
銷貨與盈餘的成長率預期能夠超過國民生產毛額成長率的工業稱為：,獲利工業,穩健工業,成長工業,水準工業,3
戰略新板股票流動量提供者報價應每隔幾分鐘至少報價一次？,3分鐘,5分鐘,10分鐘,15分鐘,3
歷年發行量加權股價指數振幅最大的年度為？(提示：可利用證交所網頁>交易資訊>統計報表>證券統計資料年報查詢),79年,89年,99年,108年,1
興櫃一般板股票交易漲跌幅度的限制為：,0.07,0.1,0.2,沒有漲跌幅的限制,4
興櫃股票之最低成交單位為多少股？,一股,一百股,一千股,一萬股,1
融券人欲標的證券公司有下列哪種情況不用強制回補？,臨時股東會,除權,股東常會,減資,1
融券人遇上市（櫃）公司下列哪種情況時，不用強制回補?,股東臨時會,除權,股東常會,減資,1
融券之證券，每一交易單位之市場價格，超過規定融券限額時，委託人信用帳戶內如無融券餘額，得融券幾個交易單位？,不得融券,一交易單位,二交易單位,三交易單位,2
融券的成本不包括：,交易稅,融券手續費,融券利息,交易手續費,3
衡量一個企業來自營業活動現金流量是否足以支應資本支出，存貨淨增加數及現金股利需求的比率稱為：,每股現金流量,現金流量比率,現金流量允當比率,防禦區間比率,3
